titulo,data,resumo,link,operações,UF
 Servidores discutem sobre iminente entrada das OSs em futura UPA ,17/03/2015,"Sindicato dos Servidores Públicos Municipais de Santos (Sindserv) convocou assembleia com funcionários de PSs, hospitais e do Programa de Saúde Mental para esta quinta (19). Na pauta, formas de resistir à contratação de OSS na UPA Central e demais unidades de saúde.",https://www.ataqueaoscofrespublicos.com/noticias/servidores-discutem-sobre-da-iminente-entrada-das-oss-em-futura-upa/,,
 Votação de OSs na surdina: a história se repete em Campinas ,17/03/2015,A Câmara votará de supetão e sem qualquer discussão com a população um projeto de lei que autoriza a gestão das chamadas Organizações Sociais (OSs) em unidades e serviços públicos municipais.,https://www.ataqueaoscofrespublicos.com/noticias/votacao-de-oss-na-surdina-a-historia-se-repete-em-campinas/,,SP
 Douglas Gonçalves não responde sobre OSs e critica redes sociais ,16/03/2015,"Para quem não sabe, ele faz parte do grupo de vereadores que aprovou, sem qualquer diálogo com a população, as leis que autorizam a Prefeitura a firmar contratos com as chamadas Organizações Sociais (OSs) para a terceirizar a gestão de todos os setores da administração. ",https://www.ataqueaoscofrespublicos.com/noticias/douglas-goncalves-nao-responde-sobre-oss-e-critica-redes-sociais/,,
" SUS acusa: OSS teria recebido R$ 1,3 milhão de forma irregular no pagamento por serviços em PS de Campinas ",16/03/2015,"Documento mostra que a organização social de saúde (OSS) Associação Paulista para o Desenvolvimento da Medicina (SPDM) recebeu de R$ 1,3 mi de forma não prevista",https://www.ataqueaoscofrespublicos.com/noticias/sus-acusa-oss-teria-recebido-r-13-milhao-de-forma-irregular-no-pagamento-por-servicos-em-ps-de-campinas/,,
 Criada CPI das OSS em MT ,13/03/2015,Objetivo é investigar as diversas denúncias de desvios de dinheiro público da saúde em hospitais gerenciados em contratos de terceirização nos municípios do Estado. ,https://www.ataqueaoscofrespublicos.com/noticias/criada-cpi-das-oss-em-mt/,Operação Lava Jato,MT
 Justiça proíbe a Maternidade de Araraquara de gastar com OS ,12/03/2015,OSS Cadesp descumpriu TAC e decisões judiciais anteriores que já a impediam de atuar como fornecedora de profissionais terceirizados na saúde pública. ,https://www.ataqueaoscofrespublicos.com/noticias/justica-proibe-a-maternidade-de-araraquara-de-gastar-com-os/,,SP
 Funcionários do Santo Amaro estão com salários atrasados ,12/03/2015,"Segundo o Jornal A Tribuna, os médicos do hospital também ficaram sem receber os salários e, como protesto, diminuíram o número de atendimentos. ",https://www.ataqueaoscofrespublicos.com/noticias/funcionarios-santo-amaro-estao-com-salarios-atrasados/,,SP
 Prefeitura de Guarujá reage às denúncias do Ataque aos Cofres Públicos ,11/03/2015,"Incomodada, Prefeitura publica nota de repúdio contra as denúncias feitas pelo Ataque aos Cofres Públicos. Irregularidades em repasses para o Santo Amaro são apontadas pelo Tribunal de Contas.",https://www.ataqueaoscofrespublicos.com/noticias/prefeitura-de-guaruja-reage-denuncias-ataque-aos-cofres-publicos/,Operação Lava Jato,
 Convênio que terceirizou o PS Central (Boqueirão) de PG é julgado irregular ,10/03/2015,"Os fiscais do TCE apontaram diversas falhas no convênio de gestão compartilhada, que custará aos cofres municipais mais de R$ 45 milhões, em contrato de 36 meses.",https://www.ataqueaoscofrespublicos.com/noticias/convenio-que-terceirizou-o-ps-central-boqueirao-de-pg-e-julgado-irregular/,,SP
 Tribunal rejeita contas do Santo Amaro e multa prefeita de Guarujá ,09/03/2015,Na Pérola do Atlântico também tem Organização Social de Saúde (OSS) fazendo o que quer com recursos que deveriam ser gastos exclusivamente no atendimento hospitalar e ambulatorial.,https://www.ataqueaoscofrespublicos.com/noticias/tribunal-rejeita-contas-santo-amaro-e-multa-prefeita-de-guaruja/,,SP
 Fantástico: esquema de compra de votos com dinheiro de ONGs de fachada ,09/03/2015,"Dinheiro para reforma de túmulo, para fazer óculos, para festa de formatura: tudo compra de voto registrada em recibo. E qual a origem desse dinheiro usado na compra de votos? A suspeita é que tenha saído dos cofres públicos. Dinheiro repassado em contratos com associações de sem fins lucrativos. ",https://www.ataqueaoscofrespublicos.com/noticias/fantastico-esquema-de-compra-de-votos-com-dinheiro-de-ongs-de-fachada/,,AM
" Câmara de Santos não cumpre seu papel, diz Voto Consciente ",06/03/2015,"No relatório da ONG que acompanhou todas as sessões legislativas em 2014, nenhuma novidade. Vereadores produzem poucas coisas relevantes. Datas comemorativas, placas e homenagens tiveram mais espaço no ano passado e o desperdício de tempo em horas de plenário equivale a 23 sessões.",https://www.ataqueaoscofrespublicos.com/noticias/camara-de-santos-nao-cumpre-seu-papel-diz-voto-consciente/,,SP
" O drama das gestantes no Irmã Dulce, terceirizado pela Prefeitura de PG para a Fundação ABC ",05/03/2015,"Mulheres em prantos, a beira do desespero, reclamam de falta de atendimento e das precárias condições do Hospital. Outras gestantes, em pré-natal, queixam-se de falta de médico.",https://www.ataqueaoscofrespublicos.com/noticias/o-drama-das-gestantes-no-irma-dulce-terceirizado-pela-prefeitura-de-pg-para-fundacao-abc/,,
 Vereador Douglas Gonçalves pede respeito? Como assim? ,05/03/2015,Vereador estaria chateado com manifestações a seu respeito nas redes sociais. Será que é porque a população também está chateada com o desempenho do vereador?,https://www.ataqueaoscofrespublicos.com/noticias/vereador-douglas-goncalves-pede-respeito-como-assim/,,
 Haddad aposta na expansão de contratos com OSs ,03/03/2015,"O prefeito petista, no dia 25 de fevereiro,  beneficiou essas entidades ao aprovar um projeto de lei que isenta o pagamento do Imposto Sobre Serviços (ISS) à prefeitura. A medida está em sintonia com o governo estadual, comandado por Geraldo Alckmin (PSDB), que ajudou na construção da proposta.",https://www.ataqueaoscofrespublicos.com/noticias/haddad-aposta-na-expansao-de-contratos-com-oss/,,SP
 Como ONGs de fachada sugam o dinheiro da população usando o aparato do município e o título de terceiro setor ,03/03/2015,"Medalhista Jessica Chilote, que é paratleta, não conseguiu pagar a taxa de R$ 50,00 exigida por ONG que tinha parceria com Prefeitura de Praia Grande e acabou sendo impedida de competir",https://www.ataqueaoscofrespublicos.com/noticias/como-ongs-de-fachada-sugam-o-dinheiro-da-populacao-usando-o-aparato-municipio-e-o-titulo-de-terceiro-setor/,,
" Investigada pelo MP em PG, OS terá de devolver dinheiro à Prefeitura ",02/03/2015,"A 7ª Promotoria de Justiça de Praia Grande instaurou oito inquéritos civis, atualmente em fase de instrução e colheita de provas. Destes, três apuram supostas irregularidades nos convênios firmados entre a Prefeitura e a Fundação ABC",https://www.ataqueaoscofrespublicos.com/noticias/investigada-pelo-mp-em-pg-os-tera-de-devolver-dinheiro-prefeitura/,,
 O império da Fundação ABC ,27/02/2015,"Como a OSS está expandindo seu caixa rapidamente, mesmo deixando rastros de irregularidades até hoje investigadas pelo Ministério Público e comprovadas pelo Tribunal de Contas.",https://www.ataqueaoscofrespublicos.com/noticias/o-imperio-da-fundacao-abc/,,
" Procurador do Trabalho: “Terceirização da saúde pública lesa pacientes, trabalhadores e cofres públicos” ",27/02/2015,"“A maioria da população não sabe exatamente de que forma são realizadas tais contratações envolvendo a terceirização da saúde pública, e por falta de informação acaba admitindo passivamente o discurso de defesa dessas terceirizações”, diz o procurador",https://www.ataqueaoscofrespublicos.com/noticias/procurador-trabalho-terceirizacao-da-saude-publica-lesa-pacientes-trabalhadores-e-cofres-publicos/,,SP
" As estranhas ligações entre a secretaria estadual de saúde, empresas médicas da Baixada e o Hospital Santo Amaro ",24/02/2015,"Justiça investiga indícios de que as empresas Cubatão Serviços Médicos Ltda., Guarujá Serviços Médicos Ltda., Praia Grande Serviços Médicos Ltda. e São Vicente Serviços Médicos Ltda. estejam envolvidas com a OS SAS, acusada de fraudes pesadas na Operação Atena, do Grupo de Atuação Especial de Combate ao Crime Organizado (Gaeco), do Ministério Público.",https://www.ataqueaoscofrespublicos.com/noticias/estranhas-ligacoes-entre-secretaria-estadual-de-saude-empresas-medicas-da-baixada-e-o-hospital-santo-amaro/,Operação Atena,SP
 Prefeito alagoano determina auditoria urgente em hospital regional ,24/02/2015,"Organização social de saúde IPAS deixou faltar o básico no hospital, que também sofre com falta de profissionais, erros médicos e muita reclamação. ",https://www.ataqueaoscofrespublicos.com/noticias/prefeito-alagoano-determina-auditoria-urgente-em-hospital-regional/,,
" Em Cubatão, terceirização causa estragos no Programa de Atendimento Domiciliar ",23/02/2015,Fisioterapeutas não têm transporte e nem condições de atender adequadamente pacientes acamados. MPT deu prazo pra Prefeitura se comprometer a resolver a situação.,https://www.ataqueaoscofrespublicos.com/noticias/em-cubatao-terceirizacao-causa-estragos-no-programa-de-atendimento-domiciliar/,,
 MP vai agir contra as OSs na saúde de Santos ,23/02/2015,Entenda também como as OSs contrariam as leis e se tornaram uma ameaça à democracia e à população que depende dos serviços públicos de qualidade.,https://www.ataqueaoscofrespublicos.com/noticias/mp-vai-agir-contra-oss-na-saude-de-santos/,,DF
 Tribunal reprova contas da Santa Casa de Eldorado ,21/02/2015,Repasses feitos em 2009 carregam problemas e órgão determina que novos repasses da Prefeitura à entidade sejam suspensos. ,https://www.ataqueaoscofrespublicos.com/noticias/tribunal-reprova-contas-da-santa-casa-de-eldorado/,,
 Fundação ABC é multada pelo Tribunal de Contas ,20/02/2015,"Órgão reprovou a quarteirização de serviços sem licitação no valor de R$ 6,4 milhões dentro do Hospital Municipal de São Bernardo.",https://www.ataqueaoscofrespublicos.com/noticias/fundacao-abc-e-multada-pelo-tribunal-de-contas/,,SP
" Descaso! No Mato Grosso, nem a Justiça garante acesso à saúde ",20/02/2015,"Antes, bloqueios judiciais favoreciam pessoas sem acesso a remédios e tratamento médico nos hospitais do Estado, geridos principalmente por OSs. Agora, por pressão do Governo, Justiça não tem mais concedido pedidos de bloqueios nas contas do Estado para obrigá-lo a bancar o tratamento. OSs fazem o que querem e a Justiça se mantém cega.",https://www.ataqueaoscofrespublicos.com/noticias/descaso-no-mato-grosso-nem-justica-garante-acesso-saude/,,MT;SP
 Aumenta o número de mortes em UPAs geridas por OSS  em Uberaba ,12/02/2015,Secretário de Saúde minimiza e diz que ainda é muito recente para julgar o desempenho da entidade.,https://www.ataqueaoscofrespublicos.com/noticias/aumenta-o-numero-de-mortes-em-upas-geridas-por-oss-em-uberaba/,,
 Pró-saúde deixa profissionais do SAMU sem salários ,12/02/2015,"OSS recebe milhões do Governo do Estado e das prefeituras da região de Mogi para manter o serviço. Disse que o atraso existe, mas não informa o motivo.",https://www.ataqueaoscofrespublicos.com/noticias/pro-saude-deixa-profissionais-samu-sem-salarios/,,
 Tribunal de Contas investiga repasses em duplicidade para a Santa Casa de São Paulo ,11/02/2015,"Caso fique provado que OS que administra o Hospital pagou duas vezes os mesmos serviços, fiscais vão pedir devolução, multar a Irmandade e o Estado, além de acionar o MP.",https://www.ataqueaoscofrespublicos.com/noticias/tribunal-de-contas-investiga-repasses-em-duplicidade-para-santa-casa-de-sao-paulo/,,SP
 Sem obstetra: 3 partos na recepção de hospital terceirizado na Bahia ,10/02/2015,"Um dos bebês faleceu.  Hospital é terceirizado e gerido pela Fundação Pública de Saúde de Vitória da Conquista, entidade estatal de direito privado, criada por ato da própria Prefeitura. ",https://www.ataqueaoscofrespublicos.com/noticias/sem-obstetra-3-partos-na-recepcao-de-hospital-terceirizado/,,BA
 Ambulância do SUS de PG também transportou turistas em Santos ,09/02/2015,"Veículo, que deveria estar à disposição dos pacientes, por exemplo do Hospital Irmã Dulce, estava fazendo city tour ",https://www.ataqueaoscofrespublicos.com/noticias/ambulancia-sus-de-pg-tambem-transportou-turistas-em-santos/,,
 Entrevista: Flávio Saraiva explica o que representam as OSs em Santos e no no Brasil ,09/02/2015,Como agem as OSs e os reflexos que elas produzem nas cidades onde são contratadas são os principais argumentos para entender porque os santistas devem temer essas entidades na cidade.,https://www.ataqueaoscofrespublicos.com/noticias/entrevista-flavio-saraiva-explica-o-que-representam-as-oss-em-santos-e-no-no-brasil/,,SP
 Ambulância do SUS em Praia Grande é apreendida por fazer transporte irregular de turistas ,08/02/2015,"Ambulância devia estar à serviço do Hospital Irmã Dulce, que inclusive é gerido por OSS, e não na praia do Tombo, transportando turistas hospedados em Praia Grande.",https://www.ataqueaoscofrespublicos.com/noticias/ambulancia-sus-em-praia-grande-e-apreendida-por-fazer-transporte-irregular-de-turistas/,,
 Por dentro da farra dos médicos fantasmas nas unidades controladas por OSS ,04/02/2015,No Rio de Janeiro o problema é antigo. Foi denunciado pela imprensa e volta a ser alvo de investigação do Ministério Público. ,https://www.ataqueaoscofrespublicos.com/noticias/por-dentro-da-farra-dos-medicos-fantasmas-nas-unidades-controladas-por-oss/,,RJ
 Doze OSs estão sendo investigadas pelo Ministério Público do Rio ,03/02/2015,"O MP já descobriu, por exemplo, que uma empresa subcontratada por uma OS para prestar serviço em um hospital só foi criada e registrada da Junta Comercial depois de ter sido contratada pela OS. Além disso, há a suspeita de que algumas subcontratações de empresas atendam a interesses pessoais, e não a critérios técnicos",https://www.ataqueaoscofrespublicos.com/noticias/doze-oss-estao-sendo-investigadas-pelo-ministerio-publico-rio/,,RJ;SP
 Morte de bebê na porta de hospital controlado por OSs vira caso de polícia ,03/02/2015,"Pró-Saúde é a OSS que comanda a unidade – o Hospital Estadual Adão Pereira Nunes, em Duque de Caxias. A Delegacia de Crimes contra a Fazenda Pública (Delfaz) do Rio investiga a suspeita de crimes de estelionato, falsidade ideológica, condescendência criminosa e prevaricação.",https://www.ataqueaoscofrespublicos.com/noticias/morte-de-bebe-na-porta-de-hospital-controlado-por-oss-vira-caso-de-policia/,,
 Em Mato Grosso governo troca seis por meia dúzia na saúde estadual ,02/02/2015,"Hospital Metropolitano de Várzea Grande e Hospital Regional de Colíder eram geridos pela OSS Instituto Pernambucano de Assistência e Saúde (Ipas), que ficou conhecida por diversas denúncias e investigações. O Estado teve de intervir e assumir as unidades, que agora devem ir para outra OSS – a Santa Casa de Cuiabá.",https://www.ataqueaoscofrespublicos.com/noticias/em-mato-grosso-governo-troca-seis-por-meia-duzia-na-saude-estadual/,,SC;MT
 OSS ficha suja no Tribunal de Contas permanece em Hospital Regional de Rondonópolis (MT) ,02/02/2015,"São Camilo teve mais de R$ 270 mil gastos de formas suspeitas, segundo o Tribunal de Contas do Estado e ainda assim teve contrato com Governo do Estado renovado ",https://www.ataqueaoscofrespublicos.com/noticias/oss-ficha-suja-no-tribunal-de-contas-permanece-em-hospital-regional-de-rondonopolis-mt/,,MT
 Podemos virar o jogo da terceirização/privatização em Santos ,30/01/2015,É possível resistir e impedir que unidades de saúde e outros serviços públicos sejam entregues em contratos milionários às organizações sociais. A revogação imediata das leis pró terceirização é o principal caminho.,https://www.ataqueaoscofrespublicos.com/noticias/podemos-virar-o-jogo-da-terceirizacaoprivatizacao-em-santos/,,SC;SP;RJ;MT;GO
 Prefeitura de Ubatuba não prorroga convênio com Santa Casa ,30/01/2015,Convênio de gestão de vários serviços municipais de saúde entregues à instituição teve as contas rejeitadas pelo TCE. Prefeitura ainda não divulgou se nova OSS vai ser contratada ou se serviços serão geridos diretamente pela Secretaria de Saúde.,https://www.ataqueaoscofrespublicos.com/noticias/prefeitura-de-ubatuba-nao-prorroga-convenio-com-santa-casa/,,
 Oscip do Museu Pelé na mira do Ministério Público por suspeitas de superfaturamento ,29/01/2015,Inquérito foi aberto para apurar eventual improbidade administrativa na execução do contrato entre a Prefeitura de Santos e a Oscip AMA Brasil,https://www.ataqueaoscofrespublicos.com/noticias/oscip-museu-pele-na-mira-ministerio-publico-por-suspeitas-de-superfaturamento/,,AC
" Sem assistência, pacientes se revoltam em Pronto Atendimento e acabam na delegacia ",27/01/2015,"No posto de Vila Velha (ES), gerido por uma Organização Social de Saúde (OSS), os médicos não estavam atendendo por falta de pagamento. Confusão acabou virando caso de polícia. ",https://www.ataqueaoscofrespublicos.com/noticias/sem-assistencia-pacientes-se-revoltam-em-pronto-atendimento-e-acabam-na-delegacia/,,PA
 Em hospital estadual gerenciado pela FUABC falta até cadeira de rodas ,26/01/2015,"No Hospital Estadual Mário Covas, gerido pela FUABC, falta de tudo. Nem mesmo cadeiras de rodas os pacientes com dificuldade de locomoção têm. Falta de remédios e demora de até 4 horas para atendimento também estão entre as queixas.",https://www.ataqueaoscofrespublicos.com/noticias/em-hospital-estadual-gerenciado-pela-fuabc-falta-ate-cadeira-de-rodas/,,
 Investidores estrangeiros estão chegando nos hospitais do país ,26/01/2015,Medida Provisória aprovada por Dilma prevê entrada do capital estrangeiro na saúde. Decisão contraria a Constituição como representa mais um passo rumo à privatização da saúde no país e desmonte do SUS. ,https://www.ataqueaoscofrespublicos.com/noticias/investidores-estrangeiros-estao-chegando-nos-hospitais-do-pais/,,
" Mesmo com liminar da Justiça, paciente morre em maca improvisada ",26/01/2015,"Mesmo com decisão judicial determinando atendimento adequado, dona de casa morreu depois de ficar à espera de vaga em UTI em uma maca improvisada, sem lençol e sem acesso à exames e tratamento correto.",https://www.ataqueaoscofrespublicos.com/noticias/mesmo-com-liminar-da-justica-paciente-morre-em-maca-improvisada/,,RJ
 No Rio gestão de OSS tem até farra no botequim ,22/01/2015,Tribunal de Contas investiga nota de R$ 19 mil em recursos da saúde usados para pagar a conta de um boteco e mais de R$ 140 mil gastos em passagens aéreas,https://www.ataqueaoscofrespublicos.com/noticias/no-rio-gestao-de-oss-tem-ate-farra-no-botequim/,,RJ;SP
" Enquanto Prefeitura de Guarujá repassa milhões para OSS, UBS ficam sem condições de atendimento ",21/01/2015,"UBS do bairro Pae Cará fechar as portas mais cedo por conta do calor. Ao que tudo indica, aparelhos de ar condicionado estão quebrados.",https://www.ataqueaoscofrespublicos.com/noticias/enquanto-prefeitura-de-guaruja-repassa-milhoes-para-oss-ubs-ficam-sem-condicoes-de-atendimento/,,
 Investigações sobre a máfia das próteses chega a Santa Casa de Pelotas ,19/01/2015,Dinheiro público pode ter sido desviado por meio da fraude que ocorria no hospital com 60% dos leitos SUS.,https://www.ataqueaoscofrespublicos.com/noticias/investigacoes-sobre-mafia-das-proteses-chega-santa-casa-de-pelotas/,,RS;SC
 OSS custam mais caro que administração direta e não permitem controle das contas ,18/01/2015,"Estudos recentes apontam que OSS e Oscips gastam demais e prestam contas de menos, sem que o serviço melhore. Quem lucra com isso? Empresas do setor, agentes públicos corruptos e governos omissos. ",https://www.ataqueaoscofrespublicos.com/noticias/oss-custam-mais-caro-que-administracao-direta-e-nao-permitem-controle-das-contas/,,SP;MT;SC
 Especialistas em saúde explicam porque OSs são danosas ,17/01/2015,"Em síntese, elas significam a terceirização dos serviços públicos  para entidades privadas. É privatização!",https://www.ataqueaoscofrespublicos.com/noticias/especialistas-em-saude-explicam-porque-oss-sao-danosas/,,SP;BA;RJ
 Negligência? Duas gestantes e um bebê morrem na mesma semana em maternidade gerenciada por OSS ,17/01/2015,"Estudo do Tribunal de Contas de SP mostra que as taxas de mortalidade, em geral, são mais altas em maternidades públicas terceirizadas",https://www.ataqueaoscofrespublicos.com/noticias/negligencia-duas-gestantes-e-um-bebe-morrem-na-mesma-semana-em-maternidade-gerenciada-por-oss/,,SP
" OSS Pró-saúde, a mesma que atua em Hospital Municipal de Cubatão, suspende atendimento odontológico nas UPAs de Uberaba ",16/01/2015,"Ninguém sabe quando o serviço voltará. OSS, que começou a gerenciar as unidades no primeiro dia do ano, alega que não há previsão desse tipo de atendimento no contrato realizado com a Prefeitura. Já a administração diz que o serviço voltará em breve.",https://www.ataqueaoscofrespublicos.com/noticias/oss-pro-saude-mesma-que-atua-em-hospital-municipal-de-cubatao-suspende-atendimento-odontologico-nas-upas-de-uberaba/,,
 Funcionária filma o estrago que uma OSS gerou em hospital de referência em Goiania ,16/01/2015,"Cansada de ver a unidade sendo sucateada, em 2013 uma funcionária mostrou a situação precária de hospital gravando imagens com um celular. As cenas denunciam atendimento em corredores e consultórios improvisados e equipamento de raio-x quebrado.",https://www.ataqueaoscofrespublicos.com/noticias/funcionaria-filma-o-estrago-que-uma-oss-gerou-em-hospital-de-referencia-em-goiania/,,GO
" “Trabalhar com Organização Social foi a minha pior experiência”, diz servidora da saúde ",15/01/2015,"A administração municipal, chefias e pessoas com interesses inconfessáveis, têm espalhado boatos de que as Organizações Sociais (OSs) seriam as maravilhas na Terra. Nada melhor do que ouvirmos quem já passou por uma OS para tirarmos nossas próprias conclusões.",https://www.ataqueaoscofrespublicos.com/noticias/trabalhar-com-organizacao-social-foi-minha-pior-experiencia-diz-servidora-da-saude/,,
 TCE exige explicações de Santa Casa de Fernandópolis sobre gastos de mais de R$ 20 milhões ,14/01/2015,OSS diz que pendências com TCE são responsabilidade da Secretaria de Saúde e que cumpre as clausulas pactuadas no contrato.,https://www.ataqueaoscofrespublicos.com/noticias/tce-exige-explicacoes-de-santa-casa-de-fernandopolis-sobre-gastos-de-mais-de-r-20-milhoes/,,SP
 Pró-Saúde fica no Hospital Municipal de Cubatão ,13/01/2015,"Pelo novo contrato, válido por 12 meses, prorrogáveis por mais 12, a OSS investigada por irregularidades em diversos governos do Brasil, receberá R$ 72 milhões por ano. ",https://www.ataqueaoscofrespublicos.com/noticias/pro-saude-fica-no-hospital-municipal-de-cubatao/,,TO
 Novo atraso de salários no Hospital Municipal de Cubatão ,13/01/2015,"Pró-Saúde, a Oscip que é investigada em seis estados por irregularidades em contratos, é a entidade que atua no Hospital desde 2003; contrato com a prefeitura vence no dia 17, mas ao que tudo indica OSS deve permanecer.",https://www.ataqueaoscofrespublicos.com/noticias/novo-atraso-de-salarios-no-hospital-municipal-de-cubatao/,,
 MP impediu que OSS de chefe do Programa Anticrack do Estado gerisse hospital para dependentes por R$ 114 mi ,12/01/2015,"R$ 114 milhões em jogo! Por esse valor, o Governo do Estado contratou uma entidade filantrópica – a SPDM -presidida pelo psiquiatra Ronaldo Laranjeira, coordenador do programa anticrack da Secretaria Estadual de Saúde de SP, para administrar o futuro hospital de dependentes químicos da Cracolândia.",https://www.ataqueaoscofrespublicos.com/noticias/mp-impede-que-oss-de-chefe-programa-anticrack-estado-gerisse-hospital-para-dependentes-por-r-114-mi/,,SP
 OSCIP na Assistência Social: Entenda porque a Justiça afastou a secretária de Promoção Social e mais 2 funcionárias de Praia Grande ,10/01/2015,Ministério Público pediu o afastamentos das agentes públicas por irregularidades em contratação de entidade para terceirizar serviço voltado à população de rua,https://www.ataqueaoscofrespublicos.com/noticias/oscip-na-assistencia-social-entenda-porque-justica-afastou-secretaria-de-promocao-social-e-mais-2-funcionarias-de-praia-grande/,,
 APAE de Ibaté: alunos fantasmas e notas frias para receber verba pública ,09/01/2015,"Presidente da escola, afastada por determinação judicial, é acusada também de vender alimentos da merenda escolar a um mercadinho da região.",https://www.ataqueaoscofrespublicos.com/noticias/apae-de-ibate-alunos-fantasmas-e-notas-frias-para-receber-verba-publica/,,SP
 Em Hospital Municipal de SP administrado por OSS sobram baratas e falta o básico ,08/01/2015,"Usuária flagrou e registrou invasão de baratas no Hospital da Zona Norte de São Paulo,  administrado pela Organização Social de Saúde (OSS) Irmandade Santa Casa de Misericórdia de SP ",https://www.ataqueaoscofrespublicos.com/noticias/em-hospital-municipal-de-sp-administrado-por-oss-sobram-baratas-e-falta-o-basico/,,SP
 Cenas dos próximos capítulos do rombo na Santa Casa de SP ,08/01/2015,O Ministério Público de São Paulo vai ouvir a partir desta semana funcionários e membros da diretoria do Hospital sobre suspeitas de superfaturamento ,https://www.ataqueaoscofrespublicos.com/noticias/cenas-dos-proximos-capitulos-rombo-na-santa-casa-de-sp/,,SP
 Terceirização na Cultura: Tribunal julga irregulares as contas de OS que gerencia o Projeto Guri ,07/01/2015,"Os problemas verificados são decorrentes da falta de mecanismos de controle no uso do dinheiro repassado pelo Estado e da contratação ilegal de cooperativa, ferindo as regras da CLT",https://www.ataqueaoscofrespublicos.com/noticias/terceirizacao-na-cultura-tribunal-julga-irregulares-contas-de-os-que-gerencia-o-projeto-guri/,,SP
 ONGs que mais receberam verba no Paraná foram investigadas ,05/01/2015,Oito das dez entidades que obtiveram mais dinheiro dos municípios receberam um total de R$ 319 milhões entre 2005 e 2012. E são justamente estas que mais complicações e irregularidades apresentaram junto aos órgãos de controle.,https://www.ataqueaoscofrespublicos.com/noticias/ongs-que-mais-receberam-verba-no-parana-foram-investigadas/,,PR
 OSS ficam em MT e governador descumpre o que prometeu em campanha ,05/01/2015,"Em seu primeiro dia de mandato governador de Mato Grosso, Pedro Taques, já mostra que é igual à maioria dos políticos; não deve honrar sua palavra de acabar com a privatização na saúde",https://www.ataqueaoscofrespublicos.com/noticias/oss-ficam-em-mt-e-governador-descumpre-o-que-prometeu-em-campanha/,,MT;SC;SP
" Instituto Corpore, que atua nas Usafas de Guarujá, na mira do Tribunal de Contas ",01/01/2015,"OS tem vasto histórico de irregularidades apontadas pelo Tribunal de Contas do Estado de São Paulo, do Paraná e pelo Ministério Público",https://www.ataqueaoscofrespublicos.com/noticias/instituto-corpore-que-atua-nas-usafas-de-guaruja-na-mira-tribunal-de-contas/,,PR;SP
 Recordar é viver: relembre o escândalo dos mamógrafos em Praia Grande ,01/01/2015,"Enquanto mulheres esperavam há mais de um ano por mamografia, equipamentos novos estavam encaixotados há seis anos em Ambulatório Médico de Especialidades administrado pela Fundação ABC.",https://www.ataqueaoscofrespublicos.com/noticias/recordar-e-viver-relembre-o-escandalo-dos-mamografos-em-praia-grande/,,SP
" Sob protestos, Prefeitura de Uberaba entrega saúde para OS que tem “ficha suja” em seis estados ",01/01/2015,"A Prefeitura mineira havia sido impedida pela Justiça de efetivar o contrato de R$ 425 milhões com a Pró-Saúde, em função de vasta documentação que causou dúvidas quanto à idoneidade da OS.",https://www.ataqueaoscofrespublicos.com/noticias/prefeitura-de-uberaba-entrega-saude-para-os-que-tem-ficha-suja-em-seis-estados/,,MG;PR
 Farra das OSs também ocorre nos governos petistas ,26/12/2014,"Mauá lançou edital para contratar organização social; o modelo de terceirização/privatização, antes criticado por políticos petistas, agora é apoiado pelo partido que nasceu para defender os trabalhadores",https://www.ataqueaoscofrespublicos.com/noticias/farra-das-oss-tambem-ocorre-nos-governos-petistas/,,SP
 TCE rejeita contratos com OS de São Paulo ,24/12/2014,Fiscais do Tribunal de Contas avaliam que há imprecisões demais envolvendo contratos e aditivos entre a Secretaria de Estado da Saúde e a organização social de Saúde SAS.,https://www.ataqueaoscofrespublicos.com/noticias/tce-rejeita-contratos-com-os-de-sao-paulo/,,SP
 No Governo Kassab demorou quase sete anos para irregularidades de Oscip virem à tona ,23/12/2014,"Em muitos casos, os prejuízos aos cofres públicos são descobertos após anos. O caso do Instituto Via Pública na Prefeitura de São Paulo é emblemático.",https://www.ataqueaoscofrespublicos.com/noticias/no-governo-kassab-demorou-quase-sete-anos-para-irregularidades-de-oscip-virem-tona/,,SP
" Em unidade carioca gerida por OS, remédios pagos com dinheiro público saíram 346% mais caros ",22/12/2014,"Como as OSs não precisam fazer licitações para comprar produtos e contratar serviços, as facilidades para o superfaturamento ficam bem maiores",https://www.ataqueaoscofrespublicos.com/noticias/em-unidade-carioca-gerida-por-os-remedios-pagos-com-dinheiro-publico-sairam-346-mais-caros/,,RJ
" Suspeitas de superfaturamento em unidade emergencial do Leblon, no Rio ",22/12/2014,"Na CER Leblon, Tribunal de Contas da União diz que pelo menos R$ 1,6 milhão  de recursos e recebidos do governo foram gastos de forma suspeita",https://www.ataqueaoscofrespublicos.com/noticias/suspeitas-de-superfaturamento-em-unidade-emergencial-do-leblon-no-rio/,,RJ;PE;SP
 Justiça de Uberaba determina a suspensão dos contratos com a Pró-Saúde ,20/12/2014,Juiz se baseou nas diversas denúncias de irregularidades e fraudes que a OSs carrega em diversas cidades do Brasil,https://www.ataqueaoscofrespublicos.com/noticias/justica-de-uberaba-determina-suspensao-dos-contratos-com-pro-saude/,,
